project,file_accession,file_name,category,size_bytes,publisher_checksum_as_returned,public_locations_json,sample_assignment_status,retrieval_status
PXD000376,ffab31ec4996788afe8b8d9c3489132cd84f7f2b4bfbbb91b363330090e06e7f,Naive_CD4_SCX_later_Elite_f13.raw,RAW,374459889,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f13.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f13.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,c90137d4de67bcc20524eca8ff4d1883874cf58b5e7a43e9c608c8143a413ce1,naive_CD4_RPLC_A7.raw,RAW,153786863,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A7.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A7.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,316a7b0c22c10171c7cc37c7342c161af962c00e5beb18ee7b95c5630c02ebad,Naive_CD4_IG_A11.raw,RAW,297245606,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A11.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A11.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,81ba0e5b6e74e919384dac8b593499053cd0cbd147e1e38b47174d1d0a588d75,D6.raw,RAW,277114004,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/D6.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/D6.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,a662cee99d740b2ae1c968d35356465e46cb23804a2eb870b36a7c4a90b4fbee,C4.raw,RAW,242891168,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/C4.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/C4.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,927fa2f44f56986f069884fd171c5d6617cd055d833c87f33997a9ecaa0eb2aa,Naive_CD4_IG_B3.raw,RAW,195601828,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B3.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B3.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,58cbb673333890ea6944082ca563f0e7b7fbdf9486a7bc9878076f099e24cd81,D3.raw,RAW,265612530,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/D3.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/D3.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,c6995b9e6c2fcf6d577a713ac8d08be16b4d9b08ff71cbe2d97b924bf7644449,CD4_IG_core_10.RAW,RAW,274114106,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/CD4_IG_core_10.RAW""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/CD4_IG_core_10.RAW""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,2365f29780b7825180b7ba68658df6b4f8864ac07643d9f3c377f9583f1da4b1,Naive_CD4_IG_C1.raw,RAW,413637965,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_C1.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_C1.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,9bf8d1a99bd9770c2d4b946390cfeeb9a8748739200aea80de368027c6be27d6,Individualome_Naive-Memory_iTRAQ_f11.raw,RAW,430164899,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f11.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f11.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,c8842dbbd17e01a954e5b5db068bfb4c0a4dbc9d32be9fef0aab44ec2aacbb95,naive_CD4_RPLC_A8.raw,RAW,132888783,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A8.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A8.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,1204467bf900e0a7d92b0a99c0aea75fef4e0597c5c48bbc2945befb9e30aa76,Naive_CD4_GelfrEE_B53.raw,RAW,384955778,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B53.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B53.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,b9e9a593106da1a4dac1c7d062229307861264ac329d53f35fe8c8c34e33751d,Naive_CD4_GelfrEE_B48.raw,RAW,315487454,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B48.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B48.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,0b63e0fa1a8c870087b60fb0d7d92d9a5e5ef8872e5cb235b2ea3a7c573ae86f,Naive-CD4_in-gel_leftover_rerun_b12_exclusion.raw,RAW,738749453,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_rerun_b12_exclusion.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_rerun_b12_exclusion.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,65d0cbc64dfcf25dc8b09af7257f8c8fe0a2c6dfdeb28e3cc1dfc5e972872dde,Naive-CD4_in-gel_leftover_b4.raw,RAW,870957897,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_b4.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_b4.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,6e79facde162d785ccc13757dbfd8b94c8588ca2e68af4344eacd917cc09a5b6,Naive_CD4_GelfrEE_B38.raw,RAW,362055782,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B38.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B38.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,a4e8d07a7a5685dca2662168bb336cf43a8e02eb9e3d471a5151e2ff07aff60f,NaiveCD4T_nuclear_f10.raw,RAW,854104167,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/NaiveCD4T_nuclear_f10.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/NaiveCD4T_nuclear_f10.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,e87ddd147a7a1af8a6377185b0f1c4dbc09009d31a6fc9a2d7fde1feef8cbc9d,07BR3_1SCX_bRP_Core.prot.xml,SEARCH,16647640,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/07BR3_1SCX_bRP_Core.prot.xml""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/07BR3_1SCX_bRP_Core.prot.xml""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,ef883dddb350c8b365e7c3ade58b59fce9a10f6effabfb75f14688e5f666616a,Naive-CD4_in-gel_leftover_b12.raw,RAW,862492777,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_b12.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_b12.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,f83318c8150f55c569ac69ae22b7e51dbbc972b5ceca69cb7adb66c8a150677b,02BR1_PAGE_Core.pep.pep.xml,SEARCH,140675444,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/02BR1_PAGE_Core.pep.pep.xml""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/02BR1_PAGE_Core.pep.pep.xml""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,19e3a0732afd136a9f2f3bd49e05f2a76dbccbe732de0a1e464504934d0ad68e,NaiveCD4T_nuclear.prot.xml,SEARCH,23237416,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/NaiveCD4T_nuclear.prot.xml""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/NaiveCD4T_nuclear.prot.xml""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,4b0ceabf93fc96b5423474ce5d3df5e373c3676490545545aca33467f9cb1921,Naive_CD4_GelfrEE_B16.raw,RAW,297930263,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B16.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B16.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,c6b908b3fcc706ee6aa69d54eb5ca2c636c14f83aab8e4e279baa509dc4310af,Naive_CD4_GelfrEE_B10.raw,RAW,196885428,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B10.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B10.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,b0ae92bd2c298ab0ac7f189e11dbc106ccd9f0629563f884ef9d1951c2212a6f,Naive_CD4_early_SCX_Elite_f14.raw,RAW,637578427,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f14.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f14.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,8c82dc3dafa75db834744f0a22505316fbfeb4df1721a621bed028fc3797b75c,CD4_IG_core_3.RAW,RAW,239186158,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/CD4_IG_core_3.RAW""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/CD4_IG_core_3.RAW""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,8c69ec93439baab836fd5aac118ca3d82e4291931633cd23f09728aed96949aa,Naive_CD4_GelfrEE_B04.raw,RAW,170940110,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B04.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B04.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,7ea5203d76d0b2430969b8c0637fc8e6c26e4eec06d0fc935eb2d42b5987ee6b,Naive_CD4_GelfrEE_B05.raw,RAW,141370379,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B05.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B05.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,090db675c852b02782d1c99e96ac682aff342c2882f1529cd25b6929a2b134ab,Individualome_Naive-Memory_iTRAQ_f02.raw,RAW,535935452,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f02.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f02.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,2a37dfd15420d47438e9fdd310dbd970a22a30a74e56012b69b04ba8d50c2b86,Naive_CD4_GelfrEE_B14.raw,RAW,268971361,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B14.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B14.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,4e13c7cecfdc163fc24e3a6e107812682c5129e0af47b49a1cc84f02c550317e,Naive_CD4_SCX_later_Elite_f11.raw,RAW,384542048,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f11.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f11.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,943baa9b80766d175b95ed8389edfeed5ac1918980e4574fb198f9ea04c1c57c,Naive_CD4_IG_A1.raw,RAW,354760324,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A1.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A1.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,76bcd5de6b218e4a3284e259f97fdb850223ceeece5c406d23bfa387612568a7,C1.raw,RAW,279694176,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/C1.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/C1.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,a4a15fa1da31a3f66021715c59340ffcf3633516c835f517ab1e5c26dcdc40a9,Naive_CD4_GelfrEE_B02-1.raw,RAW,226796244,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B02-1.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B02-1.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,24d398c70b006dfd86d1da2af0d0f7055c7e9902e99a9a7da8a873fbf7ff637b,Naive_CD4_early_SCX_Elite_f13.raw,RAW,662410824,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f13.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f13.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,b469eca7ec600d94b40d19819c5dac5032edc59582d45f23d38d13d078bb8497,NaiveCD4T_nuclear_f3.raw,RAW,955076360,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/NaiveCD4T_nuclear_f3.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/NaiveCD4T_nuclear_f3.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,c21bc26382c1d0a1876c9ba421582d0a0dc340040df6d4d6c2303a24e7e921ee,Naive_CD4_IG_B7.raw,RAW,262722376,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B7.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B7.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,c1416676952222a9133b3e5f3ac5f2860fb68b141689faca3fd4ae081d3634fa,naive_CD4_RPLC_A10.raw,RAW,144443563,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A10.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A10.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
