site,position_0based,position_1based,modality,track_name,strand,assay,ontology_curie,reference,alternate,prediction_availability,delta_alt_minus_ref
offset_+13,42434966,42434967,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.3990869522094727e-06,6.5267086029052734e-06,both,4.127621650695801e-06
offset_+13,42434966,42434967,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,5.781650543212891e-06,6.139278411865234e-06,both,3.5762786865234375e-07
offset_+13,42434966,42434967,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.905726432800293e-06,7.420778274536133e-06,both,4.51505184173584e-06
offset_+13,42434966,42434967,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,5.0961971282958984e-06,5.781650543212891e-06,both,6.854534149169922e-07
offset_+14,42434967,42434968,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.4603137969970703e-06,5.781650543212891e-06,both,4.32133674621582e-06
offset_+14,42434967,42434968,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.996755599975586e-06,2.905726432800293e-06,both,9.08970832824707e-07
offset_+14,42434967,42434968,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7583370208740234e-06,6.973743438720703e-06,both,5.21540641784668e-06
offset_+14,42434967,42434968,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.8775463104248047e-06,3.084540367126465e-06,both,1.2069940567016602e-06
offset_+15,42434968,42434969,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.8775463104248047e-06,5.781650543212891e-06,both,3.904104232788086e-06
offset_+15,42434968,42434969,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.7583370208740234e-06,1.8775463104248047e-06,both,1.1920928955078125e-07
offset_+15,42434968,42434969,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.2649765014648438e-06,6.5267086029052734e-06,both,4.26173210144043e-06
offset_+15,42434968,42434969,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.6540288925170898e-06,1.996755599975586e-06,both,3.427267074584961e-07
offset_+16,42434969,42434970,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.7583370208740234e-06,6.973743438720703e-06,both,5.21540641784668e-06
offset_+16,42434969,42434970,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.55717134475708e-06,2.3990869522094727e-06,both,8.419156074523926e-07
offset_+16,42434969,42434970,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.115964889526367e-06,7.867813110351562e-06,both,5.751848220825195e-06
offset_+16,42434969,42434970,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,2.562999725341797e-06,both,1.0058283805847168e-06
offset_+17,42434970,42434971,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,3.5017728805541992e-06,1.0788440704345703e-05,both,7.286667823791504e-06
offset_+17,42434970,42434971,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.4722347259521484e-05,1.895427703857422e-05,both,4.231929779052734e-06
offset_+17,42434970,42434971,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.9637088775634766e-06,1.2218952178955078e-05,both,8.255243301391602e-06
offset_+17,42434970,42434971,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0788440704345703e-05,1.4722347259521484e-05,both,3.933906555175781e-06
offset_+18,42434971,42434972,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.8775463104248047e-06,7.867813110351562e-06,both,5.990266799926758e-06
offset_+18,42434971,42434972,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,3.084540367126465e-06,4.798173904418945e-06,both,1.7136335372924805e-06
offset_+18,42434971,42434972,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.3990869522094727e-06,8.940696716308594e-06,both,6.541609764099121e-06
offset_+18,42434971,42434972,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,2.905726432800293e-06,4.798173904418945e-06,both,1.8924474716186523e-06
offset_+19,42434972,42434973,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.55717134475708e-06,6.5267086029052734e-06,both,4.969537258148193e-06
offset_+19,42434972,42434973,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.3709068298339844e-06,2.115964889526367e-06,both,7.450580596923828e-07
offset_+19,42434972,42434973,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.8775463104248047e-06,6.973743438720703e-06,both,5.0961971282958984e-06
offset_+19,42434972,42434973,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,2.2649765014648438e-06,both,8.940696716308594e-07
offset_+2,42434955,42434956,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,8.940696716308594e-06,0.0001087188720703125,both,9.97781753540039e-05
offset_+2,42434955,42434956,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,1.7762184143066406e-05,both,1.6108155250549316e-05
offset_+2,42434955,42434956,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,8.404254913330078e-06,9.632110595703125e-05,both,8.791685104370117e-05
offset_+2,42434955,42434956,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.6540288925170898e-06,1.5735626220703125e-05,both,1.4081597328186035e-05
offset_+20,42434973,42434974,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.3990869522094727e-06,8.404254913330078e-06,both,6.0051679611206055e-06
offset_+20,42434973,42434974,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.866190910339355e-07,9.424984455108643e-07,both,5.587935447692871e-08
offset_+20,42434973,42434974,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.726912498474121e-06,8.404254913330078e-06,both,5.677342414855957e-06
offset_+20,42434973,42434974,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,9.424984455108643e-07,1.0654330253601074e-06,both,1.2293457984924316e-07
offset_+21,42434974,42434975,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.8775463104248047e-06,8.940696716308594e-06,both,7.063150405883789e-06
offset_+21,42434974,42434975,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,2.905726432800293e-06,both,1.2516975402832031e-06
offset_+21,42434974,42434975,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.2649765014648438e-06,9.5367431640625e-06,both,7.271766662597656e-06
offset_+21,42434974,42434975,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,2.905726432800293e-06,both,1.3485550880432129e-06
offset_+22,42434975,42434976,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,4.231929779052734e-06,1.2218952178955078e-05,both,7.987022399902344e-06
offset_+22,42434975,42434976,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.4603137969970703e-06,1.996755599975586e-06,both,5.364418029785156e-07
offset_+22,42434975,42434976,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,4.798173904418945e-06,1.2993812561035156e-05,both,8.195638656616211e-06
offset_+22,42434975,42434976,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.4603137969970703e-06,2.115964889526367e-06,both,6.556510925292969e-07
offset_+23,42434976,42434977,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.4603137969970703e-06,1.0132789611816406e-05,both,8.672475814819336e-06
offset_+23,42434976,42434977,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.1399388313293457e-06,2.726912498474121e-06,both,1.5869736671447754e-06
offset_+23,42434976,42434977,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7583370208740234e-06,1.0788440704345703e-05,both,9.03010368347168e-06
offset_+23,42434976,42434977,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.1399388313293457e-06,2.726912498474121e-06,both,1.5869736671447754e-06
offset_+24,42434977,42434978,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.905726432800293e-06,2.276897430419922e-05,both,1.9863247871398926e-05
offset_+24,42434977,42434978,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2889504432678223e-06,3.293156623840332e-06,both,2.0042061805725098e-06
offset_+24,42434977,42434978,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.293156623840332e-06,2.1457672119140625e-05,both,1.8164515495300293e-05
offset_+24,42434977,42434978,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,3.293156623840332e-06,both,2.0042061805725098e-06
offset_+25,42434978,42434979,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,5.424022674560547e-06,2.276897430419922e-05,both,1.7344951629638672e-05
offset_+25,42434978,42434979,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.4603137969970703e-06,2.726912498474121e-06,both,1.2665987014770508e-06
offset_+25,42434978,42434979,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,6.139278411865234e-06,2.276897430419922e-05,both,1.6629695892333984e-05
offset_+25,42434978,42434979,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,2.905726432800293e-06,both,1.3485550880432129e-06
offset_+26,42434979,42434980,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.996755599975586e-06,1.3828277587890625e-05,both,1.1831521987915039e-05
offset_+26,42434979,42434980,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,2.905726432800293e-06,both,1.8402934074401855e-06
offset_+26,42434979,42434980,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.3990869522094727e-06,1.4722347259521484e-05,both,1.2323260307312012e-05
offset_+26,42434979,42434980,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.1399388313293457e-06,3.084540367126465e-06,both,1.944601535797119e-06
offset_+27,42434980,42434981,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.7583370208740234e-06,2.4318695068359375e-05,both,2.256035804748535e-05
offset_+27,42434980,42434981,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,3.725290298461914e-06,both,2.78279185295105e-06
offset_+27,42434980,42434981,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.115964889526367e-06,2.4318695068359375e-05,both,2.2202730178833008e-05
offset_+27,42434980,42434981,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0058283805847168e-06,3.9637088775634766e-06,both,2.9578804969787598e-06
offset_+28,42434981,42434982,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,1.6689300537109375e-05,both,1.5035271644592285e-05
offset_+28,42434981,42434982,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.866190910339355e-07,2.2649765014648438e-06,both,1.3783574104309082e-06
offset_+28,42434981,42434982,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.996755599975586e-06,1.6689300537109375e-05,both,1.4692544937133789e-05
offset_+28,42434981,42434982,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,8.866190910339355e-07,2.3990869522094727e-06,both,1.5124678611755371e-06
offset_+29,42434982,42434983,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.014636993408203e-05,0.00555419921875,both,0.005534052848815918
offset_+29,42434982,42434983,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,2.2649765014648438e-06,9.012222290039062e-05,both,8.785724639892578e-05
offset_+29,42434982,42434983,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7762184143066406e-05,0.0029754638671875,both,0.0029577016830444336
offset_+29,42434982,42434983,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,2.2649765014648438e-06,7.486343383789062e-05,both,7.259845733642578e-05
offset_+3,42434956,42434957,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,3.9637088775634766e-06,1.0132789611816406e-05,both,6.16908073425293e-06
offset_+3,42434956,42434957,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,4.798173904418945e-06,4.798173904418945e-06,both,0.0
offset_+3,42434956,42434957,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,4.231929779052734e-06,1.0788440704345703e-05,both,6.556510925292969e-06
offset_+3,42434956,42434957,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,3.9637088775634766e-06,4.500150680541992e-06,both,5.364418029785156e-07
offset_+30,42434983,42434984,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,4.798173904418945e-06,1.3828277587890625e-05,both,9.03010368347168e-06
offset_+30,42434983,42434984,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,1.4603137969970703e-06,both,3.948807716369629e-07
offset_+30,42434983,42434984,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,5.424022674560547e-06,1.3828277587890625e-05,both,8.404254913330078e-06
offset_+30,42434983,42434984,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2069940567016602e-06,1.6540288925170898e-06,both,4.470348358154297e-07
offset_+31,42434984,42434985,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.115964889526367e-06,6.5267086029052734e-06,both,4.410743713378906e-06
offset_+31,42434984,42434985,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,1.7583370208740234e-06,both,6.92903995513916e-07
offset_+31,42434984,42434985,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.562999725341797e-06,6.973743438720703e-06,both,4.410743713378906e-06
offset_+31,42434984,42434985,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.1399388313293457e-06,1.8775463104248047e-06,both,7.37607479095459e-07
offset_+32,42434985,42434986,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.115964889526367e-06,1.2993812561035156e-05,both,1.0877847671508789e-05
offset_+32,42434985,42434986,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.3709068298339844e-06,3.5017728805541992e-06,both,2.130866050720215e-06
offset_+32,42434985,42434986,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.562999725341797e-06,1.2993812561035156e-05,both,1.043081283569336e-05
offset_+32,42434985,42434986,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,3.5017728805541992e-06,both,2.130866050720215e-06
offset_+33,42434986,42434987,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.3990869522094727e-06,6.5267086029052734e-06,both,4.127621650695801e-06
offset_+33,42434986,42434987,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.7583370208740234e-06,2.726912498474121e-06,both,9.685754776000977e-07
offset_+33,42434986,42434987,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.905726432800293e-06,6.973743438720703e-06,both,4.06801700592041e-06
offset_+33,42434986,42434987,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.7583370208740234e-06,2.726912498474121e-06,both,9.685754776000977e-07
offset_+34,42434987,42434988,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,3.293156623840332e-06,1.0132789611816406e-05,both,6.839632987976074e-06
offset_+34,42434987,42434988,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,2.726912498474121e-06,both,1.0728836059570312e-06
offset_+34,42434987,42434988,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.9637088775634766e-06,1.0788440704345703e-05,both,6.8247318267822266e-06
offset_+34,42434987,42434988,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.6540288925170898e-06,2.905726432800293e-06,both,1.2516975402832031e-06
offset_+35,42434988,42434989,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.996755599975586e-06,4.500150680541992e-06,both,2.5033950805664062e-06
offset_+35,42434988,42434989,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,2.3990869522094727e-06,both,7.450580596923828e-07
offset_+35,42434988,42434989,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.3990869522094727e-06,5.0961971282958984e-06,both,2.6971101760864258e-06
offset_+35,42434988,42434989,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.6540288925170898e-06,2.3990869522094727e-06,both,7.450580596923828e-07
offset_+36,42434989,42434990,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.996755599975586e-06,4.231929779052734e-06,both,2.2351741790771484e-06
offset_+36,42434989,42434990,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,1.55717134475708e-06,both,4.917383193969727e-07
offset_+36,42434989,42434990,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.2649765014648438e-06,4.500150680541992e-06,both,2.2351741790771484e-06
offset_+36,42434989,42434990,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0654330253601074e-06,1.55717134475708e-06,both,4.917383193969727e-07
offset_+37,42434990,42434991,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.726912498474121e-06,5.0961971282958984e-06,both,2.3692846298217773e-06
offset_+37,42434990,42434991,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.3709068298339844e-06,1.8775463104248047e-06,both,5.066394805908203e-07
offset_+37,42434990,42434991,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.084540367126465e-06,5.781650543212891e-06,both,2.6971101760864258e-06
offset_+37,42434990,42434991,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.4603137969970703e-06,1.8775463104248047e-06,both,4.172325134277344e-07
offset_+38,42434991,42434992,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.996755599975586e-06,4.231929779052734e-06,both,2.2351741790771484e-06
offset_+38,42434991,42434992,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2069940567016602e-06,1.6540288925170898e-06,both,4.470348358154297e-07
offset_+38,42434991,42434992,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.3990869522094727e-06,4.798173904418945e-06,both,2.3990869522094727e-06
offset_+38,42434991,42434992,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2069940567016602e-06,1.6540288925170898e-06,both,4.470348358154297e-07
offset_+39,42434992,42434993,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.3990869522094727e-06,4.798173904418945e-06,both,2.3990869522094727e-06
offset_+39,42434992,42434993,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.55717134475708e-06,2.115964889526367e-06,both,5.587935447692871e-07
offset_+39,42434992,42434993,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.905726432800293e-06,5.424022674560547e-06,both,2.518296241760254e-06
offset_+39,42434992,42434993,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,2.115964889526367e-06,both,5.587935447692871e-07
offset_+4,42434957,42434958,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,2.905726432800293e-06,both,1.2516975402832031e-06
offset_+4,42434957,42434958,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.891787052154541e-07,5.364418029785156e-07,both,-1.5273690223693848e-07
offset_+4,42434957,42434958,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7583370208740234e-06,3.293156623840332e-06,both,1.5348196029663086e-06
offset_+4,42434957,42434958,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,6.891787052154541e-07,6.48200511932373e-07,both,-4.0978193283081055e-08
offset_+40,42434993,42434994,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.726912498474121e-06,5.424022674560547e-06,both,2.6971101760864258e-06
offset_+40,42434993,42434994,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.55717134475708e-06,2.115964889526367e-06,both,5.587935447692871e-07
offset_+40,42434993,42434994,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.293156623840332e-06,6.139278411865234e-06,both,2.8461217880249023e-06
offset_+40,42434993,42434994,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,2.115964889526367e-06,both,5.587935447692871e-07
offset_+41,42434994,42434995,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.562999725341797e-06,5.0961971282958984e-06,both,2.5331974029541016e-06
offset_+41,42434994,42434995,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.8775463104248047e-06,2.3990869522094727e-06,both,5.21540641784668e-07
offset_+41,42434994,42434995,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.084540367126465e-06,5.781650543212891e-06,both,2.6971101760864258e-06
offset_+41,42434994,42434995,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.7583370208740234e-06,2.3990869522094727e-06,both,6.407499313354492e-07
offset_+42,42434995,42434996,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.562999725341797e-06,5.781650543212891e-06,both,3.2186508178710938e-06
offset_+42,42434995,42434996,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.55717134475708e-06,2.2649765014648438e-06,both,7.078051567077637e-07
offset_+42,42434995,42434996,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.084540367126465e-06,6.139278411865234e-06,both,3.0547380447387695e-06
offset_+42,42434995,42434996,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,2.2649765014648438e-06,both,7.078051567077637e-07
offset_+43,42434996,42434997,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,6.139278411865234e-06,1.0132789611816406e-05,both,3.993511199951172e-06
offset_+43,42434996,42434997,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.3709068298339844e-06,1.6540288925170898e-06,both,2.8312206268310547e-07
offset_+43,42434996,42434997,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,6.973743438720703e-06,1.0788440704345703e-05,both,3.814697265625e-06
offset_+43,42434996,42434997,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.4603137969970703e-06,1.7583370208740234e-06,both,2.980232238769531e-07
offset_+44,42434997,42434998,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.55717134475708e-06,3.084540367126465e-06,both,1.5273690223693848e-06
offset_+44,42434997,42434998,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.3709068298339844e-06,1.7583370208740234e-06,both,3.8743019104003906e-07
offset_+44,42434997,42434998,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.996755599975586e-06,3.725290298461914e-06,both,1.7285346984863281e-06
offset_+44,42434997,42434998,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.7583370208740234e-06,both,3.8743019104003906e-07
offset_+45,42434998,42434999,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.2649765014648438e-06,4.231929779052734e-06,both,1.9669532775878906e-06
offset_+45,42434998,42434999,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.3709068298339844e-06,1.7583370208740234e-06,both,3.8743019104003906e-07
offset_+45,42434998,42434999,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.726912498474121e-06,4.798173904418945e-06,both,2.0712614059448242e-06
