chromosome,start_0based,end_0based_exclusive,strand,track_name,assay,ontology_curie,reference,alternate,prediction_availability,delta_alt_minus_ref
chr21,42416611,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.01231818925589323,0.011716228909790516,both,-0.0006019603461027145
chr21,42416611,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,8.679871825734153e-05,8.668829104863107e-05,both,-1.1042720871046185e-07
chr21,42416611,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002463937853462994,0.0002458999224472791,both,-4.938628990203142e-07
chr21,42416611,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,8.992323273560032e-05,9.024469909491017e-05,both,3.214663593098521e-07
chr21,42416611,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002561451983638108,0.00025677072699181736,both,6.255286280065775e-07
chr21,42416611,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0010968174319714308,0.0010463375365361571,both,-5.047989543527365e-05
chr21,42416611,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0028381592128425837,0.0027189392130821943,both,-0.00011921999976038933
chr21,42416611,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00047313518007285893,0.0004546824493445456,both,-1.8452730728313327e-05
chr21,42416611,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0011411610757932067,0.0010999446967616677,both,-4.121637903153896e-05
chr21,42416611,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0002779956557787955,0.0002676497388165444,both,-1.0345916962251067e-05
chr21,42416611,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0009854210074990988,0.000948492728639394,both,-3.692827885970473e-05
chr21,42418322,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,8.941487612901255e-05,9.286502609029412e-05,both,3.450149961281568e-06
chr21,42418322,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00026995246298611164,0.0002748519473243505,both,4.899484338238835e-06
chr21,42418322,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.954275598516688e-05,4.008635369245894e-05,both,5.43597707292065e-07
chr21,42418322,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013637551455758512,0.00013766791380476207,both,1.2923992471769452e-06
chr21,42418322,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.125610939809121e-05,4.17885348724667e-05,both,5.324254743754864e-07
chr21,42418322,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014701062173116952,0.0001484905806137249,both,1.4799588825553656e-06
chr21,42418322,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.8834459701320156e-05,3.910440864274278e-05,both,2.699489414226264e-07
chr21,42418322,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013909453991800547,0.00014003334217704833,both,9.388022590428591e-07
chr21,42418322,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.343580803833902e-05,4.413984061102383e-05,both,7.040325726848096e-07
chr21,42418322,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014873023610562086,0.00015062239253893495,both,1.892156433314085e-06
chr21,42418322,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.1668314224807546e-05,4.232678475091234e-05,both,6.58470526104793e-07
chr21,42418322,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001423426001565531,0.00014347686374094337,both,1.1342635843902826e-06
chr21,42418322,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00014672632096335292,0.00014670980453956872,both,-1.6516423784196377e-08
chr21,42418322,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003659915237221867,0.0003645664837677032,both,-1.425039954483509e-06
chr21,42418322,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.622013511834666e-05,4.632092168321833e-05,both,1.0078656487166882e-07
chr21,42418322,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014962503337301314,0.00014970908523537219,both,8.405186235904694e-08
chr21,42418322,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.203562639304437e-05,4.2224703065585345e-05,both,1.890766725409776e-07
chr21,42418322,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014187248598318547,0.00014219540753401816,both,3.229215508326888e-07
chr21,42418322,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00013817730359733105,0.00013687934551853687,both,-1.2979580787941813e-06
chr21,42418322,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00037195219192653894,0.0003691166057251394,both,-2.8355862013995647e-06
chr21,42418322,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,8.288025856018066e-05,8.225758210755885e-05,both,-6.226764526218176e-07
chr21,42418322,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00024003718863241374,0.000238217122387141,both,-1.8200662452727556e-06
chr21,42418322,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.703123992541805e-05,7.639842078788206e-05,both,-6.328191375359893e-07
chr21,42418322,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002421293902443722,0.00024017479154281318,both,-1.954598701559007e-06
chr21,42418609,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.008304143324494362,0.009423865005373955,both,0.001119721680879593
chr21,42418609,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.010573683306574821,0.011479701846837997,both,0.000906018540263176
chr21,42418609,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00029970554169267416,0.00031935746665112674,both,1.9651924958452582e-05
chr21,42418609,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0005316154565662146,0.0005582962185144424,both,2.6680761948227882e-05
chr21,42418609,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00026244635228067636,0.0002714190341066569,both,8.972681825980544e-06
chr21,42418609,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0005273256683722138,0.0005425551789812744,both,1.5229510609060526e-05
chr21,42418609,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0002224818163085729,0.0002258398017147556,both,3.3579854061827064e-06
chr21,42418609,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004483958182390779,0.00045545477769337595,both,7.058959454298019e-06
chr21,42418609,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00028082297649234533,0.0002890661999117583,both,8.24322341941297e-06
chr21,42418609,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00060226337518543,0.0006175846210680902,both,1.532124588266015e-05
chr21,42418609,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0003672619059216231,0.0003859816933982074,both,1.8719787476584315e-05
chr21,42418609,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0006846172618679702,0.0007107509300112724,both,2.6133668143302202e-05
chr21,42418609,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.02450830675661564,0.024893704801797867,both,0.0003853980451822281
chr21,42418609,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.02251962386071682,0.022539788857102394,both,2.016499638557434e-05
chr21,42418609,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00016846203652676195,0.00016952642181422561,both,1.064385287463665e-06
chr21,42418609,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00036571803502738476,0.000366859050700441,both,1.1410156730562449e-06
chr21,42418609,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00017661535821389407,0.0001786336797522381,both,2.0183215383440256e-06
chr21,42418609,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003840254503302276,0.0003871270455420017,both,3.101595211774111e-06
chr21,42418609,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.005686602555215359,0.0054969280026853085,both,-0.00018967455253005028
chr21,42418609,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0064285434782505035,0.006245556753128767,both,-0.00018298672512173653
chr21,42418609,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.004925532266497612,0.004751012660562992,both,-0.0001745196059346199
chr21,42418609,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.007806526497006416,0.007523032836616039,both,-0.00028349366039037704
chr21,42418609,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00168046064209193,0.0016175250057131052,both,-6.293563637882471e-05
chr21,42418609,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0034868887159973383,0.003353258827701211,both,-0.00013362988829612732
chr21,42424285,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0005991053185425699,0.0006594398873858154,both,6.0334568843245506e-05
chr21,42424285,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.001202056067995727,0.0012829020852223039,both,8.08460172265768e-05
chr21,42424285,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,9.207842958858237e-05,9.610015695216134e-05,both,4.021727363578975e-06
chr21,42424285,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002316472091479227,0.0002393850591033697,both,7.737849955447018e-06
chr21,42424285,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.338926661759615e-05,7.58077367208898e-05,both,2.4184701032936573e-06
chr21,42424285,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00020870458683930337,0.00021409570763353258,both,5.391120794229209e-06
chr21,42424285,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.635757017647848e-05,6.774515350116417e-05,both,1.3875833246856928e-06
chr21,42424285,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00019050210539717227,0.0001938456844072789,both,3.343579010106623e-06
chr21,42424285,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.069015555316582e-05,7.23612101865001e-05,both,1.671054633334279e-06
chr21,42424285,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002135961112799123,0.00021779518283437937,both,4.199071554467082e-06
chr21,42424285,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.004968938417733e-05,7.17585498932749e-05,both,1.7088605090975761e-06
chr21,42424285,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00020747215603478253,0.0002108560292981565,both,3.383873263373971e-06
chr21,42424285,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0005527728353627026,0.0005737727624364197,both,2.0999927073717117e-05
chr21,42424285,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.001066198106855154,0.0010948339477181435,both,2.8635840862989426e-05
chr21,42424285,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.141131623531692e-05,5.205339766689576e-05,both,6.420814315788448e-07
chr21,42424285,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00016043687355704606,0.0001618333044461906,both,1.3964308891445398e-06
chr21,42424285,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.98082117701415e-05,5.055431756773032e-05,both,7.461057975888252e-07
chr21,42424285,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00015774999337736517,0.00015935642295517027,both,1.6064295778051019e-06
chr21,42424285,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001430291886208579,0.00014465779531747103,both,1.628606696613133e-06
chr21,42424285,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003940909227821976,0.0003976871375925839,both,3.5962148103863e-06
chr21,42424285,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00016159121878445148,0.00016172854520846158,both,1.3732642401009798e-07
chr21,42424285,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000424863857915625,0.000424080528318882,both,-7.833295967429876e-07
chr21,42424285,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00037738578976131976,0.00037642891402356327,both,-9.568757377564907e-07
chr21,42424285,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0008328790427185595,0.0008306532981805503,both,-2.2257445380091667e-06
chr21,42426820,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.022774193435907364,0.02550750970840454,both,0.002733316272497177
chr21,42426820,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.021474318578839302,0.022904081270098686,both,0.0014297626912593842
chr21,42426820,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0005036824150010943,0.0005386098055168986,both,3.492739051580429e-05
chr21,42426820,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000788599718362093,0.0008283361094072461,both,3.973639104515314e-05
chr21,42426820,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0002901526167988777,0.0003000377619173378,both,9.88514511846006e-06
chr21,42426820,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0006045893533155322,0.0006217397749423981,both,1.7150421626865864e-05
chr21,42426820,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0002375103795202449,0.0002407207211945206,both,3.2103416742756963e-06
chr21,42426820,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004950761795043945,0.0005020350799895823,both,6.958900485187769e-06
chr21,42426820,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00032566513982601464,0.0003324163844808936,both,6.751244654878974e-06
chr21,42426820,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0006745223654434085,0.0006866086041554809,both,1.2086238712072372e-05
chr21,42426820,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.000277380837360397,0.00028567606932483613,both,8.295231964439154e-06
chr21,42426820,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0005983010632917285,0.0006106617511250079,both,1.2360687833279371e-05
chr21,42426820,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.026954034343361855,0.02760792151093483,both,0.0006538871675729752
chr21,42426820,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.025996213778853416,0.02590424194931984,both,-9.197182953357697e-05
chr21,42426820,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00016029327525757253,0.00016067817341536283,both,3.8489815779030323e-07
chr21,42426820,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00036246239324100316,0.00036227944656275213,both,-1.8294667825102806e-07
chr21,42426820,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001504973479313776,0.00015171899576671422,both,1.2216478353366256e-06
chr21,42426820,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003541189362294972,0.0003555375733412802,both,1.4186371117830276e-06
chr21,42426820,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0021009105257689953,0.0020061375107616186,both,-9.477301500737667e-05
chr21,42426820,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0036536669358611107,0.003492930671200156,both,-0.00016073626466095448
chr21,42426820,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0016763289459049702,0.001586706144735217,both,-8.962280116975307e-05
chr21,42426820,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.002980597782880068,0.0028264126740396023,both,-0.00015418510884046555
chr21,42426820,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0019107216503471136,0.001778353238478303,both,-0.00013236841186881065
chr21,42426820,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.002901168540120125,0.0027223180513828993,both,-0.00017885048873722553
chr21,42430097,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0035404865629971027,0.0039617870934307575,both,0.0004213005304336548
chr21,42430097,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.004396096337586641,0.004747837781906128,both,0.0003517414443194866
chr21,42430097,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00019220419926568866,0.00020568352192640305,both,1.3479322660714388e-05
chr21,42430097,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00037754327058792114,0.00039766135159879923,both,2.0118081010878086e-05
chr21,42430097,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00017706087965052575,0.00018723460379987955,both,1.0173724149353802e-05
chr21,42430097,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00038122283876873553,0.0003980560868512839,both,1.683324808254838e-05
chr21,42430097,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00014859654766041785,0.00015415286179631948,both,5.55631413590163e-06
chr21,42430097,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00033080665161833167,0.00034072325797751546,both,9.916606359183788e-06
chr21,42430097,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001637453242437914,0.00016965159738902003,both,5.906273145228624e-06
chr21,42430097,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003733980702236295,0.0003848852647934109,both,1.1487194569781423e-05
chr21,42430097,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001525508560007438,0.0001596563815837726,both,7.105525583028793e-06
chr21,42430097,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00036649542744271457,0.00037881938624195755,both,1.2323958799242973e-05
chr21,42430097,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00302978721447289,0.003245935309678316,both,0.00021614809520542622
chr21,42430097,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.004136272706091404,0.004330507013946772,both,0.00019423430785536766
chr21,42430097,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,8.70733056217432e-05,8.8624277850613e-05,both,1.5509722288697958e-06
chr21,42430097,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00024043007579166442,0.0002435490896459669,both,3.119013854302466e-06
chr21,42430097,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,9.033234528033063e-05,9.254057658836246e-05,both,2.208231308031827e-06
chr21,42430097,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00024830587790347636,0.0002530759375076741,both,4.7700596041977406e-06
chr21,42430097,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.001215972937643528,0.0012377066304907203,both,2.1733692847192287e-05
chr21,42430097,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0024221111088991165,0.002459443174302578,both,3.7332065403461456e-05
chr21,42430097,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00028232086333446205,0.0002816852065734565,both,-6.356567610055208e-07
chr21,42430097,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000714659399818629,0.0007100970251485705,both,-4.562374670058489e-06
chr21,42430097,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0004503463860601187,0.0004498234484344721,both,-5.229376256465912e-07
chr21,42430097,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000979660195298493,0.0009768083691596985,both,-2.851826138794422e-06
chr21,42432202,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.14848893880844116,0.3063788115978241,both,0.15788987278938293
chr21,42432202,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.08256639540195465,0.14412140846252441,both,0.06155501306056976
chr21,42432202,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0010009794495999813,0.0012918144930154085,both,0.0002908350434154272
chr21,42432202,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0013350642984732985,0.0015910188667476177,both,0.00025595456827431917
chr21,42432202,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0005250303074717522,0.0005910560139454901,both,6.602570647373796e-05
chr21,42432202,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0009036454139277339,0.0009758664527907968,both,7.222103886306286e-05
chr21,42432202,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00040616653859615326,0.00044775413698516786,both,4.15875983890146e-05
chr21,42432202,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0007226577727124095,0.000768245430663228,both,4.558765795081854e-05
chr21,42432202,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0003976619045715779,0.0004334564146120101,both,3.5794510040432215e-05
chr21,42432202,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0007656108355149627,0.0008114697993732989,both,4.585896385833621e-05
chr21,42432202,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0003481124294921756,0.0003863991005346179,both,3.828667104244232e-05
chr21,42432202,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0006465449114330113,0.0006917737773619592,both,4.5228865928947926e-05
chr21,42432202,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.04251100495457649,0.05274565890431404,both,0.010234653949737549
chr21,42432202,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.032505955547094345,0.03741177171468735,both,0.004905816167593002
chr21,42432202,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00017693547124508768,0.00018444987654220313,both,7.514405297115445e-06
chr21,42432202,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000418392795836553,0.0004262178554199636,both,7.82505958341062e-06
chr21,42432202,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00016576304915361106,0.00017414841568097472,both,8.385366527363658e-06
chr21,42432202,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004058496851939708,0.0004163310513831675,both,1.0481366189196706e-05
chr21,42432202,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.004388796631246805,0.004435369279235601,both,4.6572647988796234e-05
chr21,42432202,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.007173534482717514,0.007039450109004974,both,-0.00013408437371253967
chr21,42432202,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.001690190052613616,0.0017172819934785366,both,2.7091940864920616e-05
chr21,42432202,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0031726458109915257,0.0031244440469890833,both,-4.820176400244236e-05
chr21,42432202,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.002178352326154709,0.0022688284516334534,both,9.047612547874451e-05
chr21,42432202,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.004158455412834883,0.00421126838773489,both,5.281297490000725e-05
chr21,42434544,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0006959584425203502,0.0007856919546611607,both,8.973351214081049e-05
chr21,42434544,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0009361594566144049,0.001013592118397355,both,7.743266178295016e-05
chr21,42434544,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.932940206956118e-05,8.065909787546843e-05,both,1.3296958059072495e-06
chr21,42434544,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00019928465189877898,0.00020231804228387773,both,3.0333903850987554e-06
chr21,42434544,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.8267855163430795e-05,4.8394369514426216e-05,both,1.265143509954214e-07
chr21,42434544,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00015231202996801585,0.00015300790255423635,both,6.958725862205029e-07
chr21,42434544,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.45484729425516e-05,4.438013274921104e-05,both,-1.6834019334055483e-07
chr21,42434544,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014341993664857,0.00014350256242323667,both,8.262577466666698e-08
chr21,42434544,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.157252599019557e-05,5.1346985856071115e-05,both,-2.2554013412445784e-07
chr21,42434544,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00016159105871338397,0.0001615283399587497,both,-6.271875463426113e-08
