experiment,file_accession,group,source_line,chromosome,start0,end0,source_fields_json
ENCSR000EPK,ENCFF037QHE,DNase-seq,53347,chr19,46489579,46489657,"[""chr19"",""46489579"",""46489657"",""."",""0"",""."",""0.683675"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53348,chr19,46490360,46490520,"[""chr19"",""46490360"",""46490520"",""."",""0"",""."",""2.47175"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53349,chr19,46513540,46513740,"[""chr19"",""46513540"",""46513740"",""."",""0"",""."",""2.24824"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53350,chr19,46515945,46516092,"[""chr19"",""46515945"",""46516092"",""."",""0"",""."",""0.762561"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53351,chr19,46523048,46523223,"[""chr19"",""46523048"",""46523223"",""."",""0"",""."",""0.98607"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53352,chr19,46529980,46530260,"[""chr19"",""46529980"",""46530260"",""."",""0"",""."",""29.5032"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53353,chr19,46530800,46530980,"[""chr19"",""46530800"",""46530980"",""."",""0"",""."",""0.946627"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53354,chr19,46537580,46537740,"[""chr19"",""46537580"",""46537740"",""."",""0"",""."",""1.88011"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53355,chr19,46542760,46542960,"[""chr19"",""46542760"",""46542960"",""."",""0"",""."",""7.24433"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53356,chr19,46546652,46546763,"[""chr19"",""46546652"",""46546763"",""."",""0"",""."",""0.552199"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53357,chr19,46547260,46547440,"[""chr19"",""46547260"",""46547440"",""."",""0"",""."",""0.775708"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53358,chr19,46551200,46551440,"[""chr19"",""46551200"",""46551440"",""."",""0"",""."",""2.49804"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53359,chr19,46555920,46556176,"[""chr19"",""46555920"",""46556176"",""."",""0"",""."",""0.788856"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53360,chr19,46568500,46568660,"[""chr19"",""46568500"",""46568660"",""."",""0"",""."",""0.841446"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53361,chr19,46571672,46571782,"[""chr19"",""46571672"",""46571782"",""."",""0"",""."",""0.394428"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53362,chr19,46575880,46576040,"[""chr19"",""46575880"",""46576040"",""."",""0"",""."",""1.20958"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53363,chr19,46577080,46577240,"[""chr19"",""46577080"",""46577240"",""."",""0"",""."",""1.20958"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53364,chr19,46600860,46601120,"[""chr19"",""46600860"",""46601120"",""."",""0"",""."",""21.1545"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53365,chr19,46611360,46611520,"[""chr19"",""46611360"",""46611520"",""."",""0"",""."",""0.473314"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53366,chr19,46612432,46612573,"[""chr19"",""46612432"",""46612573"",""."",""0"",""."",""1.03866"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53367,chr19,46614240,46614400,"[""chr19"",""46614240"",""46614400"",""."",""0"",""."",""3.07654"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53368,chr19,46617147,46617289,"[""chr19"",""46617147"",""46617289"",""."",""0"",""."",""0.946627"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53369,chr19,46618680,46619000,"[""chr19"",""46618680"",""46619000"",""."",""0"",""."",""2.30083"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53370,chr19,46619840,46620060,"[""chr19"",""46619840"",""46620060"",""."",""0"",""."",""15.5405"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53371,chr19,46625020,46625220,"[""chr19"",""46625020"",""46625220"",""."",""0"",""."",""2.51119"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53372,chr19,46626620,46626820,"[""chr19"",""46626620"",""46626820"",""."",""0"",""."",""1.41994"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53373,chr19,46629861,46629955,"[""chr19"",""46629861"",""46629955"",""."",""0"",""."",""0.775708"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53374,chr19,46634140,46634400,"[""chr19"",""46634140"",""46634400"",""."",""0"",""."",""8.96666"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53375,chr19,46638300,46638460,"[""chr19"",""46638300"",""46638460"",""."",""0"",""."",""0.854594"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53376,chr19,46638640,46638840,"[""chr19"",""46638640"",""46638840"",""."",""0"",""."",""4.10205"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53377,chr19,46639120,46639300,"[""chr19"",""46639120"",""46639300"",""."",""0"",""."",""1.59086"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53378,chr19,46639760,46639960,"[""chr19"",""46639760"",""46639960"",""."",""0"",""."",""6.86305"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53379,chr19,46648160,46648320,"[""chr19"",""46648160"",""46648320"",""."",""0"",""."",""1.22273"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53380,chr19,46659660,46659920,"[""chr19"",""46659660"",""46659920"",""."",""0"",""."",""0.775708"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53381,chr19,46661200,46661520,"[""chr19"",""46661200"",""46661520"",""."",""0"",""."",""38.3253"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53382,chr19,46662080,46662280,"[""chr19"",""46662080"",""46662280"",""."",""0"",""."",""4.1152"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53383,chr19,46697600,46697820,"[""chr19"",""46697600"",""46697820"",""."",""0"",""."",""1.02551"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53384,chr19,46704560,46704720,"[""chr19"",""46704560"",""46704720"",""."",""0"",""."",""1.89325"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53385,chr19,46714260,46714415,"[""chr19"",""46714260"",""46714415"",""."",""0"",""."",""0.565347"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53386,chr19,46717060,46717240,"[""chr19"",""46717060"",""46717240"",""."",""0"",""."",""2.61637"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53387,chr19,46718211,46718380,"[""chr19"",""46718211"",""46718380"",""."",""0"",""."",""0.762561"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53388,chr19,46728840,46729020,"[""chr19"",""46728840"",""46729020"",""."",""0"",""."",""1.82752"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53389,chr19,46731140,46731340,"[""chr19"",""46731140"",""46731340"",""."",""0"",""."",""8.41446"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53390,chr19,46731680,46731880,"[""chr19"",""46731680"",""46731880"",""."",""0"",""."",""4.43074"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53391,chr19,46733400,46733600,"[""chr19"",""46733400"",""46733600"",""."",""0"",""."",""8.97981"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53392,chr19,46748600,46748780,"[""chr19"",""46748600"",""46748780"",""."",""0"",""."",""1.88011"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53393,chr19,46753880,46754060,"[""chr19"",""46753880"",""46754060"",""."",""0"",""."",""0.972922"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53394,chr19,46755180,46755380,"[""chr19"",""46755180"",""46755380"",""."",""0"",""."",""1.11755"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53395,chr19,46757440,46757600,"[""chr19"",""46757440"",""46757600"",""."",""0"",""."",""1.20958"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53396,chr19,46759300,46759460,"[""chr19"",""46759300"",""46759460"",""."",""0"",""."",""0.499609"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53397,chr19,46766760,46766940,"[""chr19"",""46766760"",""46766940"",""."",""0"",""."",""1.01237"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53398,chr19,46778380,46778560,"[""chr19"",""46778380"",""46778560"",""."",""0"",""."",""0.802004"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53399,chr19,46778680,46778860,"[""chr19"",""46778680"",""46778860"",""."",""0"",""."",""1.27532"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53400,chr19,46784820,46785040,"[""chr19"",""46784820"",""46785040"",""."",""0"",""."",""2.43231"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53401,chr19,46786480,46786660,"[""chr19"",""46786480"",""46786660"",""."",""0"",""."",""4.85146"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53402,chr19,46786760,46786940,"[""chr19"",""46786760"",""46786940"",""."",""0"",""."",""1.61715"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53403,chr19,46787480,46787540,"[""chr19"",""46787480"",""46787540"",""."",""0"",""."",""0.394428"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53404,chr19,46788560,46788760,"[""chr19"",""46788560"",""46788760"",""."",""0"",""."",""8.69056"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53405,chr19,46820020,46820180,"[""chr19"",""46820020"",""46820180"",""."",""0"",""."",""4.83832"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53406,chr19,46824400,46824560,"[""chr19"",""46824400"",""46824560"",""."",""0"",""."",""2.40601"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53407,chr19,46824900,46825100,"[""chr19"",""46824900"",""46825100"",""."",""0"",""."",""3.2869"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53408,chr19,46825480,46825660,"[""chr19"",""46825480"",""46825660"",""."",""0"",""."",""0.749413"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53409,chr19,46830037,46830168,"[""chr19"",""46830037"",""46830168"",""."",""0"",""."",""0.486461"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53410,chr19,46840600,46840774,"[""chr19"",""46840600"",""46840774"",""."",""0"",""."",""1.24902"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53411,chr19,46846110,46846239,"[""chr19"",""46846110"",""46846239"",""."",""0"",""."",""0.788856"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53412,chr19,46850341,46850540,"[""chr19"",""46850341"",""46850540"",""."",""0"",""."",""0.775708"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53413,chr19,46850840,46851120,"[""chr19"",""46850840"",""46851120"",""."",""0"",""."",""14.1337"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53414,chr19,46856140,46856340,"[""chr19"",""46856140"",""46856340"",""."",""0"",""."",""4.48333"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53415,chr19,46860140,46860380,"[""chr19"",""46860140"",""46860380"",""."",""0"",""."",""15.7771"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53416,chr19,46860740,46860960,"[""chr19"",""46860740"",""46860960"",""."",""0"",""."",""4.83832"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53417,chr19,46913944,46914037,"[""chr19"",""46913944"",""46914037"",""."",""0"",""."",""0.197214"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53418,chr19,46955520,46955760,"[""chr19"",""46955520"",""46955760"",""."",""0"",""."",""0.644232"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53419,chr19,46981640,46981800,"[""chr19"",""46981640"",""46981800"",""."",""0"",""."",""1.01237"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53420,chr19,46984620,46984820,"[""chr19"",""46984620"",""46984820"",""."",""0"",""."",""2.4849"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53421,chr19,46991280,46991440,"[""chr19"",""46991280"",""46991440"",""."",""0"",""."",""0.591642"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53422,chr19,47013060,47013240,"[""chr19"",""47013060"",""47013240"",""."",""0"",""."",""0.999218"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53423,chr19,47035860,47036060,"[""chr19"",""47035860"",""47036060"",""."",""0"",""."",""2.28768"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53424,chr19,47047860,47048060,"[""chr19"",""47047860"",""47048060"",""."",""0"",""."",""4.365"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53425,chr19,47048640,47048880,"[""chr19"",""47048640"",""47048880"",""."",""0"",""."",""19.064"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53426,chr19,47075300,47075480,"[""chr19"",""47075300"",""47075480"",""."",""0"",""."",""2.22194"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53427,chr19,47075520,47075720,"[""chr19"",""47075520"",""47075720"",""."",""0"",""."",""1.99844"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53428,chr19,47079440,47079600,"[""chr19"",""47079440"",""47079600"",""."",""0"",""."",""3.16857"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53429,chr19,47095812,47095980,"[""chr19"",""47095812"",""47095980"",""."",""0"",""."",""0.65738"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53430,chr19,47109860,47110060,"[""chr19"",""47109860"",""47110060"",""."",""0"",""."",""1.14384"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53431,chr19,47111400,47111580,"[""chr19"",""47111400"",""47111580"",""."",""0"",""."",""1.94584"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53432,chr19,47112180,47112400,"[""chr19"",""47112180"",""47112400"",""."",""0"",""."",""4.77258"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53433,chr19,47113140,47113380,"[""chr19"",""47113140"",""47113380"",""."",""0"",""."",""25.0593"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53434,chr19,47113720,47113880,"[""chr19"",""47113720"",""47113880"",""."",""0"",""."",""10.1368"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53435,chr19,47125300,47125460,"[""chr19"",""47125300"",""47125460"",""."",""0"",""."",""1.47253"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53436,chr19,47130660,47130860,"[""chr19"",""47130660"",""47130860"",""."",""0"",""."",""24.4677"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53437,chr19,47149600,47149780,"[""chr19"",""47149600"",""47149780"",""."",""0"",""."",""0.880889"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53438,chr19,47156972,47157115,"[""chr19"",""47156972"",""47157115"",""."",""0"",""."",""0.249804"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53439,chr19,47158000,47158180,"[""chr19"",""47158000"",""47158180"",""."",""0"",""."",""0.93348"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53440,chr19,47210780,47210980,"[""chr19"",""47210780"",""47210980"",""."",""0"",""."",""2.62952"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53441,chr19,47226160,47226340,"[""chr19"",""47226160"",""47226340"",""."",""0"",""."",""5.56143"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53442,chr19,47227120,47227300,"[""chr19"",""47227120"",""47227300"",""."",""0"",""."",""5.73235"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53443,chr19,47227600,47227820,"[""chr19"",""47227600"",""47227820"",""."",""0"",""."",""2.15621"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53444,chr19,47227920,47228080,"[""chr19"",""47227920"",""47228080"",""."",""0"",""."",""6.2977"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53445,chr19,47231260,47231460,"[""chr19"",""47231260"",""47231460"",""."",""0"",""."",""6.58695"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53446,chr19,47241160,47241360,"[""chr19"",""47241160"",""47241360"",""."",""0"",""."",""3.93113"",""-1"",""-1"",""75""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,110,chr19,47110434,47114003,"[""chr19"",""47110434"",""47114003"",""Peak_110"",""862"",""."",""114.68084"",""629.63361"",""624.28925"",""3092""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,738,chr19,46600282,46601876,"[""chr19"",""46600282"",""46601876"",""Peak_738"",""675"",""."",""98.56120"",""491.54395"",""487.21957"",""529""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,2599,chr19,47226288,47228206,"[""chr19"",""47226288"",""47228206"",""Peak_2599"",""424"",""."",""36.34184"",""307.06348"",""303.50397"",""644""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,4563,chr19,46529268,46531046,"[""chr19"",""46529268"",""46531046"",""Peak_4563"",""291"",""."",""45.89080"",""208.93463"",""205.71556"",""1138""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,4589,chr19,46730315,46735564,"[""chr19"",""46730315"",""46735564"",""Peak_4589"",""289"",""."",""39.99318"",""207.90161"",""204.68507"",""3761""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,5913,chr19,46192000,46194231,"[""chr19"",""46192000"",""46194231"",""Peak_5913"",""229"",""."",""42.52198"",""163.30478"",""160.24902"",""896""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,6297,chr19,46823638,46825686,"[""chr19"",""46823638"",""46825686"",""Peak_6297"",""216"",""."",""36.41889"",""153.97041"",""150.95126"",""1242""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,6926,chr19,46619492,46621272,"[""chr19"",""46619492"",""46621272"",""Peak_6926"",""196"",""."",""29.63587"",""139.66216"",""136.69765"",""647""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,9202,chr19,46860213,46860928,"[""chr19"",""46860213"",""46860928"",""Peak_9202"",""141"",""."",""29.03790"",""99.04342"",""96.25088"",""471""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,10022,chr19,46618713,46619421,"[""chr19"",""46618713"",""46619421"",""Peak_10022"",""128"",""."",""16.54568"",""88.92117"",""86.17762"",""399""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,10196,chr19,46349581,46352091,"[""chr19"",""46349581"",""46352091"",""Peak_10196"",""125"",""."",""24.65157"",""86.89150"",""84.15866"",""982""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,10327,chr19,46981067,46982194,"[""chr19"",""46981067"",""46982194"",""Peak_10327"",""123"",""."",""24.33567"",""85.32803"",""82.60249"",""511""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,12007,chr19,46786023,46787509,"[""chr19"",""46786023"",""46787509"",""Peak_12007"",""99"",""."",""21.68671"",""68.26787"",""65.63146"",""708""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,12400,chr19,46821230,46822892,"[""chr19"",""46821230"",""46822892"",""Peak_12400"",""95"",""."",""14.84476"",""64.68050"",""62.06425"",""821""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,13134,chr19,47130854,47131512,"[""chr19"",""47130854"",""47131512"",""Peak_13134"",""87"",""."",""18.96044"",""58.84727"",""56.26550"",""227""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,14080,chr19,46624779,46625885,"[""chr19"",""46624779"",""46625885"",""Peak_14080"",""78"",""."",""18.34150"",""52.44649"",""49.90621"",""198""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,15433,chr19,46849710,46851028,"[""chr19"",""46849710"",""46851028"",""Peak_15433"",""68"",""."",""11.76165"",""45.15841"",""42.66889"",""877""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,15992,chr19,46346533,46346956,"[""chr19"",""46346533"",""46346956"",""Peak_15992"",""64"",""."",""14.56522"",""42.36785"",""39.89894"",""267""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,16786,chr19,47228326,47229184,"[""chr19"",""47228326"",""47229184"",""Peak_16786"",""59"",""."",""15.45178"",""38.69855"",""36.25761"",""245""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,18372,chr19,46717157,46717793,"[""chr19"",""46717157"",""46717793"",""Peak_18372"",""51"",""."",""13.68335"",""32.76669"",""30.37378"",""212""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,19239,chr19,46717968,46719630,"[""chr19"",""46717968"",""46719630"",""Peak_19239"",""47"",""."",""11.69999"",""29.96773"",""27.59815"",""417""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,19394,chr19,46856333,46856983,"[""chr19"",""46856333"",""46856983"",""Peak_19394"",""47"",""."",""10.21676"",""29.66635"",""27.30103"",""235""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,23553,chr19,46849301,46849671,"[""chr19"",""46849301"",""46849671"",""Peak_23553"",""35"",""."",""8.85696"",""20.47700"",""18.20909"",""191""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,24445,chr19,46347088,46347507,"[""chr19"",""46347088"",""46347507"",""Peak_24445"",""33"",""."",""8.48404"",""19.25233"",""17.00312"",""156""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,25034,chr19,47047635,47048472,"[""chr19"",""47047635"",""47048472"",""Peak_25034"",""32"",""."",""7.47603"",""18.36732"",""16.12761"",""513""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,26350,chr19,46955273,46955597,"[""chr19"",""46955273"",""46955597"",""Peak_26350"",""29"",""."",""8.09348"",""16.46763"",""14.25246"",""174""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,27526,chr19,46845877,46846666,"[""chr19"",""46845877"",""46846666"",""Peak_27526"",""27"",""."",""7.98795"",""15.28465"",""13.08957"",""601""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,29010,chr19,46745603,46746020,"[""chr19"",""46745603"",""46746020"",""Peak_29010"",""25"",""."",""7.37009"",""13.77368"",""11.60166"",""230""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,30379,chr19,46784467,46785121,"[""chr19"",""46784467"",""46785121"",""Peak_30379"",""24"",""."",""5.78996"",""12.68394"",""10.53063"",""329""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,30380,chr19,46787869,46788569,"[""chr19"",""46787869"",""46788569"",""Peak_30380"",""24"",""."",""5.78996"",""12.68394"",""10.53063"",""459""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,32313,chr19,47109805,47110154,"[""chr19"",""47109805"",""47110154"",""Peak_32313"",""22"",""."",""4.66287"",""11.25152"",""9.12446"",""145""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,34004,chr19,46551806,46552177,"[""chr19"",""46551806"",""46552177"",""Peak_34004"",""21"",""."",""5.79300"",""10.25134"",""8.14308"",""69""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,36650,chr19,47231418,47231720,"[""chr19"",""47231418"",""47231720"",""Peak_36650"",""19"",""."",""5.75630"",""9.01946"",""6.94005"",""201""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,36831,chr19,46662052,46662304,"[""chr19"",""46662052"",""46662304"",""Peak_36831"",""19"",""."",""5.43131"",""8.87504"",""6.79737"",""125""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,38220,chr19,46661572,46661815,"[""chr19"",""46661572"",""46661815"",""Peak_38220"",""18"",""."",""3.85997"",""8.40735"",""6.34269"",""127""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,38673,chr19,47107263,47107491,"[""chr19"",""47107263"",""47107491"",""Peak_38673"",""18"",""."",""5.03243"",""8.21494"",""6.15472"",""83""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,39096,chr19,46755163,46755630,"[""chr19"",""46755163"",""46755630"",""Peak_39096"",""18"",""."",""5.33010"",""7.98332"",""5.92727"",""298""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,41397,chr19,46759516,46759902,"[""chr19"",""46759516"",""46759902"",""Peak_41397"",""17"",""."",""4.46592"",""7.24914"",""5.21223"",""199""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,42227,chr19,46861748,46862065,"[""chr19"",""46861748"",""46862065"",""Peak_42227"",""16"",""."",""4.10388"",""6.90630"",""4.87537"",""148""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,43075,chr19,46785173,46785759,"[""chr19"",""46785173"",""46785759"",""Peak_43075"",""16"",""."",""4.50837"",""6.68330"",""4.65938"",""353""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,43482,chr19,46736595,46736947,"[""chr19"",""46736595"",""46736947"",""Peak_43482"",""16"",""."",""4.64988"",""6.58906"",""4.56952"",""127""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,45129,chr19,46743390,46743609,"[""chr19"",""46743390"",""46743609"",""Peak_45129"",""15"",""."",""3.86302"",""6.17367"",""4.16485"",""72""]"
